Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
105.9, (109.226,99.942), 105.6583, 100.0, 105.35831120096265, 104.52, 104.52, 0.4816, -0.1345, -6.723, 24.0791, 24.0791
101.7, (108.725,101.67), 101.4583, 100.0, 102.53830050712745, 103.8, 103.8, 0.4876, -0.1106, -5.5302, 24.3807, 24.3807
91.74, (108.479,103.652), 91.4983, 100.0, 92.21828807005491, 93.54, 93.54, 0.4995, -0.0215, -1.073, 24.977, 24.977
95.04, (108.438,105.65), 94.7983, 100.0, 94.43826859079925, 93.6, 93.6, 0.4983, -0.0408, -2.0398, 24.9166, 24.9166
105.12, (108.123,107.42), 104.8783, 100.0, 104.15825285138733, 103.38, 103.38, 0.4843, -0.1243, -6.2172, 24.2146, 24.2146
113.7, (107.471,109.31), 113.4582, 100.0, 112.73823194534425, 111.78, 111.78, 0.4603, -0.1952, -9.7602, 23.016, 23.016
112.62, (106.613,111.115), 112.3782, 100.0, 112.37821623203142, 113.82, 113.82, 0.4615, -0.1923, -9.6154, 23.0769, 23.0769
102.9, (106.067,112.829), 102.6582, 100.0, 103.37820610007905, 104.76, 104.76, 0.4859, -0.1177, -5.887, 24.297, 24.297
92.7, (105.791,114.807), 92.4582, 100.0, 93.11819003826504, 94.02, 94.02, 0.4991, -0.0293, -1.4652, 24.957, 24.957
82.8, (105.874,116.802), 82.5582, 100.0, 82.55817404560455, 83.88, 83.88, 0.4961, 0.0627, 3.1333, 24.8029, 24.8029
81.3, (106.207,118.571), 81.0582, 100.0, 80.39815867259529, 79.62, 79.62, 0.4933, 0.0813, 4.0659, 24.6671, 24.6671
91.44, (106.336,120.564), 91.1981, 100.0, 90.83814500418448, 90, 90, 0.4999, -0.0094, -0.4712, 24.9956, 24.9956
94.02, (106.162,122.555), 93.7781, 100.0, 93.7781199470457, 95.04, 95.04, 0.4988, -0.0351, -1.7526, 24.9385, 24.9385
83.82, (106.221,124.552), 83.5781, 100.0, 83.57810418810993, 84.54, 84.54, 0.4971, 0.0538, 2.6913, 24.8547, 24.8547
73.86, (106.573,126.315), 73.6181, 100.0, 74.33809049574805, 75.6, 75.6, 0.482, 0.1329, 6.6473, 24.1001, 24.1001
70.08, (107.254,128.194), 69.8381, 100.0, 69.47807628958834, 68.64, 68.64, 0.469, 0.1733, 8.6652, 23.4502, 23.4502
80.58, (107.758,130.126), 80.3381, 100.0, 79.97806018498373, 79.14, 79.14, 0.4927, 0.0849, 4.2466, 24.6367, 24.6367
90.18, (107.909,131.918), 89.938, 100.0, 88.91804290179819, 88.38, 88.38, 0.4999, 0.0073, 0.3665, 24.9973, 24.9973
99.9, (107.737,133.908), 99.658, 100.0, 99.2980297580978, 98.46, 98.46, 0.4931, -0.0829, -4.1434, 24.6543, 24.6543
110.28, (107.208,135.834), 110.038, 100.0, 110.03801369159645, 108.9, 108.9, 0.469, -0.1733, -8.6652, 23.4502, 23.4502
109.98, (106.509,137.492), 109.738, 100.0, 110.45799557698338, 112.02, 112.02, 0.4677, -0.1767, -8.8369, 23.3861, 23.3861
100.56, (105.98,139.419), 100.318, 100.0, 101.03797814545342, 102.3, 102.3, 0.4903, -0.0978, -4.8901, 24.5171, 24.5171
90.78, (105.78,141.406), 90.538, 100.0, 91.19796711012373, 92.46, 92.46, 0.4998, -0.0126, -0.6283, 24.9921, 24.9921
91.8, (105.822,143.405), 91.558, 100.0, 91.2579506528895, 90.48, 90.48, 0.4998, -0.0131, -0.6544, 24.9914, 24.9914
91.44, (105.68,145.399), 91.1979, 100.0, 91.19793247378756, 92.52, 92.52, 0.4998, -0.0126, -0.6283, 24.9921, 24.9921
81.42, (105.796,147.194), 81.1779, 100.0, 81.89791767664087, 83.28, 83.28, 0.4953, 0.0684, 3.4188, 24.7651, 24.7651
71.46, (106.265,149.135), 71.2179, 100.0, 71.63789937071077, 72.66, 72.66, 0.4752, 0.1555, 7.7752, 23.7602, 23.7602
64.02, (106.973,150.788), 63.7779, 100.0, 62.75788475010826, 63.72, 63.72, 0.4455, 0.227, 11.3498, 22.2752, 22.2752
73.68, (107.692,152.651), 73.4379, 100.0, 73.37786939259263, 72.54, 72.54, 0.4797, 0.141, 7.0502, 23.9853, 23.9853
63.96, (108.424,154.51), 63.7179, 100.0, 63.71785233476573, 64.62, 64.62, 0.4492, 0.2195, 10.975, 22.4622, 22.4622
73.98, (109.071,156.187), 73.7378, 100.0, 72.65783714036914, 72.12, 72.12, 0.4779, 0.147, 7.351, 23.8948, 23.8948
67.2, (109.765,158.06), 66.9578, 100.0, 66.53782214012794, 65.7, 65.7, 0.4595, 0.1971, 9.8566, 22.9749, 22.9749
74.82, (110.378,159.961), 74.5778, 100.0, 74.93780731055172, 75.9, 75.9, 0.4834, 0.1279, 6.3946, 24.1684, 24.1684
65.16, (111.002,161.648), 64.9178, 100.0, 65.21779555768106, 66.66, 66.66, 0.4548, 0.2077, 10.3832, 22.7418, 22.7418
75.3, (111.684,163.525), 75.0578, 100.0, 74.63778049235079, 73.8, 73.8, 0.4827, 0.1304, 6.521, 24.1345, 24.1345
65.46, (112.356,165.406), 65.2178, 100.0, 65.63776650447441, 66.72, 66.72, 0.4563, 0.2043, 10.2162, 22.8173, 22.8173
55.68, (113.025,166.634), 55.4378, 100.0, 55.43775190606071, 59.94, 59.94, 0.413, 0.2819, 14.0954, 20.6475, 20.6475
63.36, (113.454,167.308), 63.1177, 100.0, 60.957746285131506, 58.92, 58.92, 0.4382, 0.2409, 12.0438, 21.9077, 21.9077
55.02, (114.453,169.038), 54.7777, 100.0, 55.13772895044619, 56.4, 56.4, 0.4115, 0.2841, 14.2033, 20.5735, 20.5735
44.88, (115.602,170.421), 44.6377, 100.0, 45.83771107203598, 47.16, 47.16, 0.3602, 0.3468, 17.3413, 18.0077, 18.0077
50.28, (117,171.849), 50.0377, 100.0, 49.37769501841778, 48.42, 48.42, 0.3809, 0.3239, 16.1964, 19.0441, 19.0441
45.6, (118.293,173.373), 45.3577, 100.0, 45.35768277935996, 46.68, 46.68, 0.3572, 0.3498, 17.4916, 17.8618, 17.8618
35.58, (119.656,174.546), 35.3377, 100.0, 36.35767216482653, 37.74, 37.74, 0.2981, 0.4014, 20.0704, 14.9056, 14.9056
36.78, (121.317,175.658), 36.5377, 100.0, 36.17765716156038, 35.28, 35.28, 0.2968, 0.4023, 20.1172, 14.8425, 14.8425
36.54, (122.71,176.798), 36.2976, 100.0, 37.077640082214415, 38.64, 38.64, 0.3031, 0.3976, 19.8815, 15.1567, 15.1567
27, (124.408,177.849), 26.7576, 100.0, 27.117620133426335, 28.44, 28.44, 0.2298, 0.4441, 22.2034, 11.4895, 11.4895
17.28, (126.074,178.526), 17.0376, 100.0, 17.757608376849234, 19.08, 19.08, 0.1545, 0.4755, 23.7764, 7.7254, 7.7254
7.08, (128.024,178.956), 6.8376, 100.0, 7.677590162348497, 8.94, 8.94, 0.0689, 0.4952, 24.7615, 3.4448, 3.4448
358.86, (130.02,179.047), 357.6624, 100.0, 358.0224123727055, 0.3, 0.3, -0.0068, 0.5, 24.9977, -0.3403, -0.3403
348.66, (132.006,178.827), 347.4624, 100.0, 347.8223988570643, -9.84, -9.84, -0.0952, 0.4908, 24.5423, -4.7617, -4.7617
352.92, (133.983,178.539), 351.7224, 100.0, 351.7223848239601, -6.06, -6.06, -0.0616, 0.4962, 24.8094, -3.0814, -3.0814
343.56, (135.741,178.161), 342.3624, 100.0, 343.08236811451815, -15.06, -15.06, -0.1355, 0.4813, 24.0649, -6.7734, -6.7734
336.6, (137.601,177.432), 335.4023, 100.0, 334.7423496889379, -24.84, -24.84, -0.2038, 0.4566, 22.828, -10.1923, -10.1923
343.92, (139.304,176.853), 342.7223, 100.0, 343.50233874830644, -15.18, -15.18, -0.1319, 0.4823, 24.1139, -6.5968, -6.5968
354.12, (141.263,176.468), 352.9223, 100.0, 352.50232389684527, -7.32, -7.32, -0.0549, 0.497, 24.849, -2.7434, -2.7434
